target_institution_name,target_state,target_county,match_tier,confidence,is_hospital_taxonomy,npi,org_name,other_name,pl_addr1,pl_city,pl_state,pl_zip,taxonomy_1,taxonomy_2,is_subpart,parent_org_name,deactivation_date
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.183,False,1679430839,HEARING WELLNESS CENTERS OF MAINE,,3 SAINT CATHERINE ST,AUGUSTA,ME,043305732,231H00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.182,False,1326523366,AWARE RECOVERY CARE OF MAINE LLC,<UNAVAIL>,500 SOUTHBOROUGH DR STE 500-202,SOUTH PORTLAND,ME,041066928,251E00000X,207QA0401X,Y,AWARE RECOVERY CARE INC,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.182,False,1154594851,"CITIZENS OF MAINE, LLC",,10 DUDLEY ST,HAMPDEN,ME,044441627,251C00000X,320900000X,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.182,False,1073466629,CONNECTED CARE HOME OF MAINE LLC,,1 CANAL PLZ FL 9,PORTLAND,ME,041014098,251E00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.182,False,1285907386,EMPLOYMENT CONNECTIONS MAINE LLC,,9 FENGLER RD,SCARBOROUGH,ME,040748490,251C00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.182,False,1629960737,ENTYRE CARE MAINE LLC,<UNAVAIL>,439 US ROUTE 1 STE A,YORK,ME,039091638,251E00000X,251S00000X,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.182,False,1831785369,FRESH START MAINE LLC,,157 MAIN ST STE B,LEWISTON,ME,042407007,320900000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.182,False,1164114385,MAINE CARE DENTAL LLC,,38 PORTLAND ST,FRYEBURG,ME,040371206,261QD0000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.182,False,1346484466,MAINE FAMILY RESOURCE CENTER,,31A HOULTON RD,DANFORTH,ME,044243138,252Y00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.182,False,1801100383,MAINE FAMILY RESOURCE CENTER,,31 A HOULTON RD,DANFORTH,ME,04424,252Y00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.18,False,1275961120,ADVANCED CLINICAL EYECARE OF MAINE,,11 BANGOR MALL BOULEVARD,BANGOR,ME,04401,152W00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.18,False,1659515161,CENTRAL MAINE AREA AGENCY ON AGING,<UNAVAIL>,1 WESTON CT,AUGUSTA,ME,043305543,253Z00000X,,Y,CENTRAL MAINE AREA AGENCY ON AGING,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.18,False,1245568732,CENTRAL MAINE AREA AGENCY ON AGING,<UNAVAIL>,1 WESTON CT,AUGUSTA,ME,043305543,385H00000X,385H00000X,Y,CENTRAL MAINE AREA AGENCY ON AGING,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.18,False,1346303914,CENTRAL MAINE AREA AGENCY ON AGING,<UNAVAIL>,1 WESTON CT,AUGUSTA,ME,043305543,385H00000X,385H00000X,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.18,False,1215171616,CENTRAL MAINE AREA AGENCY ON AGING,<UNAVAIL>,1 WESTON CT,AUGUSTA,ME,043305543,261QA0600X,385H00000X,Y,CENTRAL MAINE AREA AGENCY ON AGING,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.18,False,1376872275,CENTRAL MAINE AREA AGENCY ON AGING,<UNAVAIL>,1 WESTON CT,AUGUSTA,ME,043305543,253Z00000X,,Y,CENTRAL MAINE AREA AGENCY ON AGING,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.18,False,1205070604,CENTRAL MAINE AREA AGENCY ON AGING,<UNAVAIL>,1 WESTON CT,AUGUSTA,ME,043305543,385H00000X,385H00000X,Y,CENTRAL MAINE AREA AGENCY ON AGING,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.18,False,1306080700,CENTRAL MAINE AREA AGENCY ON AGING,<UNAVAIL>,1 WESTON CT,AUGUSTA,ME,043305543,385H00000X,385H00000X,Y,CENTRAL MAINE AREA AGENCY ON AGING,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.18,False,1417191909,CENTRAL MAINE AREA AGENCY ON AGING,<UNAVAIL>,1 WESTON CT,AUGUSTA,ME,043305543,251B00000X,,Y,CENTRAL MAINE AREA AGENCY ON AGING,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.18,False,1750916078,"DENTAL HYGIENE ASSOCIATES OF MAINE, LLC",,8 MOOSEHEAD LN APT 108,DOVER FOXCROFT,ME,044261402,261QD0000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.18,False,1881758555,"HARBOR SCHOOLS OF MAINE, INC.",<UNAVAIL>,731 COMMERCIAL ST.,ROCKPORT,ME,04856,251S00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.18,False,1669415659,"HARBOR SCHOOLS OF MAINE, INC.",<UNAVAIL>,1152 ROCKLAND ST.,W. ROCKPORT,ME,04865,322D00000X,322D00000X,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.18,False,1740414408,"HARBOR SCHOOLS OF MAINE, INC.",<UNAVAIL>,247 COMMERCIAL ST,ROCKPORT,ME,048565964,251S00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.18,False,1245474113,HOME RESOURCES OF MAINE,<UNAVAIL>,347 MAINE AVE,FARMINGDALE,ME,043442900,253Z00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.18,False,1215171848,"MAINE PARENT FEDERATION, INC.",,12 SHUMAN AVE.,AUGUSTA,ME,04330,251B00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.18,False,1619333846,"MAINE PRETRIAL SERVICES, INC.",,175 LANCASTER ST STE 305,PORTLAND,ME,041012451,251B00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.18,False,1245682285,"MAINE PRETRIAL SERVICES, INC.",,9 GREEN ST,AUGUSTA,ME,043307451,251B00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.179,False,1306304936,ADVANCED VISION CARE OF MAINE,,254 WESTERN AVE,AUGUSTA,ME,043304902,152W00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.179,False,1831794239,CHILDREN'S DENTISTRY OF MAINE,,1 GLORY RIDGE RD,FALMOUTH,ME,041051472,1223P0221X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.179,False,1386061174,FAMILY PSYCHIATRY OF MAINE PA LLC,,253 MAIN ST,YARMOUTH,ME,040966800,2084P0800X,2084P0804X,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.179,False,1871312322,"INTEGRATIVE MEDICINE OF MAINE, LLC",,871 COURT ST,AUBURN,ME,042103903,261Q00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.179,False,1497020150,"MAINE AVENUE CORP., INC.",,270 MAINE AVE,FARMINGDALE,ME,043444514,310400000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.179,False,1447520366,MAINE INTEGRATIVE FAMILY CARE,<UNAVAIL>,144 THADEUS ST.,SOUTH PORTLAND,ME,04106,207Q00000X,208D00000X,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.178,False,1053887737,LIFEWORKS OF MAINE LLC,,444 STILLWATER AVE STE 103,BANGOR,ME,044013500,1041C0700X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.178,False,1528850294,MAINE ARTS ACADEMY,<UNAVAIL>,310 CONY RD,AUGUSTA,ME,043300513,251300000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.178,False,1225672074,MAINE CONNECT CARE LLC,<UNAVAIL>,36 GUINEA RD,BIDDEFORD,ME,040059101,251E00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.178,False,1407975907,"MAINE NEUROLOGY, PA",<UNAVAIL>,49 SPRING ST,SCARBOROUGH,ME,040748926,2471M1202X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.178,False,1538192497,MAINE OPTOMETRY PA,<UNAVAIL>,5 DEPOT ST,FREEPORT,ME,040321539,152W00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.178,False,1437182383,MAINE OPTOMETRY PA,<UNAVAIL>,14 VISTA DR STE 200,GORHAM,ME,040385884,152W00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.177,False,1184775447,FOOT & ANKLE CENTER OF SOUTHERN MAINE,,75 PORTLAND RD,KENNEBUNK,ME,040436602,213E00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.177,False,1558605642,MAINE CENTER FOR DENTAL MEDICINE PA,,59 PLEASANT ST,SKOWHEGAN,ME,049761227,1223G0001X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.176,False,1679044739,"ADVANCED CLINICAL EYECARE OF SOUTHERN MAINE, P.C.",,335 MAINE MALL RD,SOUTH PORTLAND,ME,041063214,152W00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.176,False,1629700513,ATTENDANT SERVICES MAINE,,127 MAIN ST STE A,SOUTH PORTLAND,ME,041062633,251B00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.176,False,1013955947,CATHOLIC CHARITIES MAINE,,307 CONGRESS STREET,PORTLAND,ME,041013638,101YM0800X,1223G0001X,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.176,False,1104987296,CATHOLIC CHARITIES MAINE,,66 STATE ST,PORTLAND,ME,041013751,104100000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.176,False,1073835104,CATHOLIC CHARITIES MAINE,<UNAVAIL>,66 STATE ST,PORTLAND,ME,041013751,251B00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.176,False,1114151180,CATHOLIC CHARITIES MAINE,<UNAVAIL>,171 CONGRESS AVE,BATH,ME,045301531,261QD0000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.176,False,1487020970,CATHOLIC CHARITIES MAINE,,11 BAXTER BLVD,PORTLAND,ME,041011801,251S00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.176,False,1558684217,CATHOLIC CHARITIES MAINE,,66 STATE ST,PORTLAND,ME,041013751,251S00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.176,False,1972678373,CENTRAL MAINE GASTROENTEROLOGY ASSOCIATES,,77 BATES ST,LEWISTON,ME,04240,207RG0100X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.176,False,1962450650,CENTRAL MAINE MAGNETIC IMAGING ASSOCIATES,<UNAVAIL>,287 MAIN ST,LEWISTON,ME,042407054,261QR0200X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.176,False,1780948943,CENTRAL MAINE MAGNETIC IMAGING ASSOCIATES,<UNAVAIL>,690 MINOT AVE,AUBURN,ME,042103922,261QR0200X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.176,False,1568331346,EXTENDED FAMILY OF MAINE LLC,,72 ROUTE 236 STE 251,KITTERY,ME,039046511,251E00000X,,Y,"HOUSEWORKS MAINE HOLDINGS, LLC",
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.176,False,1558632984,MAINE CENTER ON DEAFNESS,,68 BISHOP ST,PORTLAND,ME,041032681,251S00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.176,False,1740888114,MAINE COMMUNITY HOMECARE,,33 ANDERSON AVE,WESTBROOK,ME,040924003,253Z00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.176,False,1053908103,MAINE PERIODONTICS PLLLC,,2 MEDICAL CENTER DR,BIDDEFORD,ME,040059400,1223P0300X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.175,False,1710002324,"CITY OF PORTLAND MAINE HHS, PHD",,389 CONGRESS ST,PORTLAND,ME,041013509,1223D0001X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.175,False,1902130743,"CITY OF PORTLAND MAINE, HHS PHD",,389 CONGRESS ST,PORTLAND,ME,041013566,251K00000X,,Y,CITY OF PORTLAND MAINE,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.175,False,1578032058,"EMERGENCY MEDICINE SERVICES OF MAINE, LLC",,50 UNION ST,ELLSWORTH,ME,046051534,363A00000X,363L00000X,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.175,False,1699622894,MAINE ACCESS IMMIGRANT NETWORK,,237 OXFORD ST STE 25A,PORTLAND,ME,041013190,251V00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.175,False,1952735995,MAINE IMMIGRANT AND REFUGEE SERVICES,<UNAVAIL>,256 BARTLETT ST,LEWISTON,ME,042406501,251S00000X,305R00000X,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.175,False,1144760257,MAINE IMMIGRANT AND REFUGEE SERVICES,,256 BARTLETT ST,LEWISTON,ME,042406501,251S00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.175,False,1366730178,MAINE INTEGRATIVE CHIROPRACTIC,,8 JESSE ROBBINS RD,BELFAST,ME,049157510,111N00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.174,False,1821808973,"ADVANCED CLINICAL EYECARE OF CENTRAL MAINE, LLC",,363 CENTER ST,AUBURN,ME,042106114,152W00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.174,False,1205334646,MAINE ACCESSIBILITY CORPORATION,,2 PRINTERS DR STE 6,HERMON,ME,044011336,332B00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.174,False,1699893784,"MAINE EYE CENTER, PA",,15 LOWELL ST,PORTLAND,ME,041022726,332B00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.174,False,1720044878,"MAINE EYE CENTER, PA",,15 LOWELL ST,PORTLAND,ME,041022776,152W00000X,152WC0802X,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.174,False,1295855948,"MAINE EYE CENTER, PA",,161 MARGINAL WAY,PORTLAND,ME,041012438,261QA1903X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.174,False,1194805812,"MAINE NEUROLOGY, P.A.",,49 SPRING ST,SCARBOROUGH,ME,040748926,2084N0400X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.173,False,1427286384,CARE DEVELOPMENT OF MAINE,<UNAVAIL>,40 SUMMER ST,BANGOR,ME,044016446,251S00000X,,Y,CARE DEVELOPMENT OF MAINE,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.173,False,1437370277,CARE DEVELOPMENT OF MAINE,,51 4TH ST,BANGOR,ME,044016140,320800000X,251S00000X,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.173,False,1821219056,CARE DEVELOPMENT OF MAINE,<UNAVAIL>,970 ILLINOIS AVE.,BANGOR,ME,044010936,1041C0700X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.173,False,1336377290,CARE DEVELOPMENT OF MAINE,<UNAVAIL>,40 SUMMER ST,BANGOR,ME,044016446,253J00000X,,Y,CARE DEVELOPMENT OF MAINE,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.173,False,1104201938,DEVOTED SUPPORTS OF MAINE,,304 HANCOCK ST STE 1E,BANGOR,ME,044016573,253Z00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.173,False,1326191859,LYMPHEDEMA ASSOC OF MAINE,,715 HIGGINS ROAD,PITTSFIELD,ME,049670522,332B00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.173,False,1265296651,MAINE ANESTHESIA PARTNERS LLC,,53 SEWALL ST,PORTLAND,ME,041022625,367500000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.173,False,1457057374,MAINE ANESTHESIA SERVICES LLC,,254 COMMERCIAL ST STE 245,PORTLAND,ME,041014899,207L00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.173,False,1164870424,MAINE FAMILY CHIROPRACTIC,,256 US ROUTE 1,FALMOUTH,ME,041051399,225700000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.173,False,1427512904,MAINE FUNCTIONAL MEDICINE,,33 PENN PLZ STE A,BANGOR,ME,044013619,207Q00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.173,False,1073753927,"MAINE HOSPITALIST SERVICE, INC",,22 BRAMHALL ST,PORTLAND,ME,041023134,208M00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.172,False,1760512446,MAINE FAMILY DENTAL PRACTICE PA,<UNAVAIL>,277 STATE ST,BANGOR,ME,04401,122300000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.171,False,1629233663,"CLINICAL COUNSELING ASSOCIATES OF MAINE, P.A.",,1863 WASHINGTON AVE,PORTLAND,ME,041031625,103TF0200X,106H00000X,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.171,False,1962239103,COASTAL MAINE ORAL & MAXILLOFACIAL SURGERY PA,,180 US ROUTE 1,SCARBOROUGH,ME,04074,1223S0112X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.171,False,1841026929,"COASTAL MAINE ORAL & MAXILLOFACIAL SURGERY, PA",,180 US ROUTE 1,SCARBOROUGH,ME,040749073,261QD0000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.171,False,1942789482,"HOSPITALIST MEDICINE PHYSICIANS OF MAINE -TCG, PLLC",,93 CAMPUS AVE,LEWISTON,ME,042406030,207R00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.171,False,1710480488,MAINE HEALTH CARE STAFFING LLC,<UNAVAIL>,1 EDGEMONT DR,PRESQUE ISLE,ME,047692036,251B00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.17,False,1396200879,BIDDEFORD PHYSICAL THERAPY LLC,,6 BARRA RD UNIT 2,BIDDEFORD,ME,040059459,225100000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.17,False,1992723340,MAINE ANESTHESIOLOGY,,144 STATE ST,PORTLAND,ME,041013776,207L00000X,207LP2900X,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.17,False,1275593022,MAINE COAST EYE CARE,,34 OLD COUNTY RD,ROCKPORT,ME,048564004,207W00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.17,False,1144692880,"MAINE GEROPSYCHOLOGY, LLC",,14 MAINE ST,BRUNSWICK,ME,040112049,261QM0850X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.17,False,1760375703,MAINE HAPPY HOMECARE LLC,,754 HOLLIS RD,HOLLIS CENTER,ME,040423813,253Z00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.17,False,1659715738,"MAINE OSTEOPATHIC MEDICINE, LLC",,146 OCEAN ST,SOUTH PORTLAND,ME,041063664,204D00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.17,False,1770722902,MAINE RESOURCE DEVELOPMENT CORP,,18 LINCOLN ST,PORTLAND,ME,041034408,320600000X,320900000X,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.17,False,1932349107,MAINE RESOURCE DEVELOPMENT CORPORATION,<UNAVAIL>,222 SAINT JOHN ST,PORTLAND,ME,041023041,251S00000X,,Y,MAINE RESOURCE DEVELOPMENT CORPORATION,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.169,False,1851390629,"DISCOVERY HOUSE OF CENTRAL MAINE, INC.",<UNAVAIL>,40 AIRPORT ROAD,WATERVILLE,ME,049014502,261QR0405X,261QM2800X,Y,"ACADIA HEALTHCARE COMPANY, INC",
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.169,False,1699983536,GASTROENTEROLOGY ASSOCIATES OF EASTERN MAINE,,210 EVERGREEN WOODS,BANGOR,ME,044015655,207RG0100X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.169,False,1184137473,GATEWAY COMMUNITY SERVICES MAINE,,501 FOREST AVE,PORTLAND,ME,041011503,251S00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.167,False,1932213998,BIDDEFORD SACO DENTAL ASSOC,,323 MAIN STREET,SACO,ME,04072,1223G0001X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.167,False,1477418952,BROOKHAVEN HOSPICE OF MAINE LLC,,23 SPRING ST STE A,SCARBOROUGH,ME,040747701,251G00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.167,False,1437448826,CATHOLIC CHARITIES OF MAINE,,66 STATE ST,PORTLAND,ME,04104,104100000X,,Y,CATHOLIC CHARITIES OF MAINE,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.167,False,1427234327,FOOT AND ANKLE CENTER OF SOUTHERN MAINE,,75 PORTLAND RD,KENNEBUNK,ME,040436602,332B00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.167,False,1841078342,"LIFE COUNSELING MAINE, LLC",,3 POSEIDONS CT,KENNEBUNK,ME,040436361,1041C0700X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.167,False,1174748446,MAINE ASSISTED LIVING LLC,<UNAVAIL>,78 SCOTT DYER RD,CAPE ELIZABETH,ME,041072200,310400000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.167,False,1437374717,MAINE ASSISTED LIVING LLC,<UNAVAIL>,392 MAIN ST,SACO,ME,040721521,310400000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.167,False,1437529393,"MAINE COAST HAND AND SHOULDER, P.C.",,50 UNION ST,ELLSWORTH,ME,046051534,207X00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.167,False,1073059028,MAINE COAST ORTHODONTICS PC,,5 CHILDRENS WAY,ROCKPORT,ME,048565746,261QD0000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.167,False,1669779187,MAINE MARKETING SOUTH INC,<UNAVAIL>,352 WARREN AVE,PORTLAND,ME,041031188,332B00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.167,False,1558212555,MAINE MULTILINGUAL SERVICES LLC,,203 ANDERSON ST STE 1-4,PORTLAND,ME,041017506,104100000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.167,False,1902755408,MAINE MULTILINGUAL SERVICES LLC,,203 ANDERSON ST STE 1-4,PORTLAND,ME,041017506,104100000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.167,False,1568523637,"MAINE ORTHOPAEDIC CENTER, PA",,1601 CONGRESS ST,PORTLAND,ME,041022102,207X00000X,,N,,
MaineHealth Maine Medical Center Biddeford (former Southern Maine Health Care),ME,York,NAME_ONLY,0.165,False,1578690848,CENTRAL MAINE ORTHOPAEDICS AMBULATORY SURGERY CENTER,,690 MINOT AVE,AUBURN,ME,042103922,207X00000X,213ES0103X,N,,
