listingIdOrSlug,title,institution,sourceUrl,applicationUrl,targetFit,discardReason,evidenceQuoteOrObservedText,screenshotPath,jsonSidecarPath,reviewerConfidence,recommendedAction,canReconsiderLater,futureLaneCandidate,notes
cmn2115vt00bmsb11oodepaa9,"University of Mississippi Medical Center","","https://www.umc.edu/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115vt00bmsb11oodepaa9-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115vt00bmsb11oodepaa9-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2115v300bksb11ngyv1xao,"University of Arkansas for Medical Sciences (UAMS)","","https://www.uams.edu/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115v300bksb11ngyv1xao-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115v300bksb11ngyv1xao-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2115ud00bisb11k3wltm6f,"University of Kansas Medical Center","","https://www.kumc.edu/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115ud00bisb11k3wltm6f-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115ud00bisb11k3wltm6f-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2115to00bgsb111aw38w0l,"Medical University of South Carolina (MUSC)","","https://web.musc.edu/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115to00bgsb111aw38w0l-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115to00bgsb111aw38w0l-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2115sy00besb11mu9l8ndk,"Hennepin Healthcare — Minneapolis","","https://www.hennepinhealthcare.org/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115sy00besb11mu9l8ndk-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115sy00besb11mu9l8ndk-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2115s900bcsb11io2z2cl3,"Mercy Hospital — St. Louis","","https://www.mercy.net/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115s900bcsb11io2z2cl3-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115s900bcsb11io2z2cl3-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2115rj00basb112a50c40u,"Reading Hospital — Tower Health","","https://www.towerhealth.org/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115rj00basb112a50c40u-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115rj00basb112a50c40u-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2115q200b6sb115fxbi2gx,"Conemaugh Memorial Medical Center","","https://www.conemaugh.org/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115q200b6sb115fxbi2gx-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115q200b6sb115fxbi2gx-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2115pb00b4sb11t4pwrgjh,"Clinical Experience Programs — Multi-Site","","#","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115pb00b4sb11t4pwrgjh-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115pb00b4sb11t4pwrgjh-20260502.json,low,SOURCE_DEAD_REVIEW,true,"None","Source verdict: UNKNOWN; reason: \"invalid_url\""
cmn2115ok00b2sb11uo7vd4v7,"Brooklyn USCE — Clinical Rotations","","https://brooklynusce.com/","",TARGET_USCE_MATCH,"Generic observership / externship / elective / rotation framing.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115ok00b2sb11uo7vd4v7-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115ok00b2sb11uo7vd4v7-20260502.json,medium,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2115nu00b0sb11bnr4d3ru,"University of Utah Health","","https://healthcare.utah.edu/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115nu00b0sb11bnr4d3ru-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115nu00b0sb11bnr4d3ru-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2115n200aysb11lq9efqq3,"University of New Mexico Hospital","","https://hospitals.health.unm.edu/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115n200aysb11lq9efqq3-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115n200aysb11lq9efqq3-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2115lj00ausb11hvghc4u6,"Loma Linda University Medical Center","","https://lluh.org/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115lj00ausb11hvghc4u6-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115lj00ausb11hvghc4u6-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2115eb00agsb119if7wq66,"Memorial Healthcare System","","https://www.mhs.net/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115eb00agsb119if7wq66-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115eb00agsb119if7wq66-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn21159u00a4sb11kzzrh8a0,"Beaumont Hospital — Royal Oak","","https://www.beaumont.org/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn21159u00a4sb11kzzrh8a0-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn21159u00a4sb11kzzrh8a0-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn21159400a2sb11la8ong4t,"Henry Ford Hospital","","https://www.henryford.com/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn21159400a2sb11la8ong4t-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn21159400a2sb11la8ong4t-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn21156y009wsb11c201596e,"Advocate Christ Medical Center","","https://www.advocatehealth.com/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn21156y009wsb11c201596e-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn21156y009wsb11c201596e-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2114yf009esb11j10sd1ub,"Kingsbrook Jewish Medical Center","","https://www.ecfmg.org/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2114yf009esb11j10sd1ub-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2114yf009esb11j10sd1ub-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2114tp0090sb11hh3inaul,"MedStar Health — International Observer Program","","https://www.medstarhealth.org/education","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2114tp0090sb11hh3inaul-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2114tp0090sb11hh3inaul-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn21146x007ksb11nksfya8i,"Albert Einstein College of Medicine — Research Fellowship","","https://einsteinmed.edu/","",MAYBE_TARGET_MANUAL_REVIEW,"\"Research fellowship\" / \"postdoctoral\" framing is ambiguous — could be clinical research for medical graduates (target-relevant) or basic-science postdoc (non-target).","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn21146x007ksb11nksfya8i-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn21146x007ksb11nksfya8i-20260502.json,low,NEEDS_BETTER_SOURCE,true,"Basic science / postdoc research lane (if non-clinical)","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn211468007isb11z63xyocy,"Northwestern Feinberg — Postdoctoral Research","","https://www.feinberg.northwestern.edu/","",MAYBE_TARGET_MANUAL_REVIEW,"\"Research fellowship\" / \"postdoctoral\" framing is ambiguous — could be clinical research for medical graduates (target-relevant) or basic-science postdoc (non-target).","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn211468007isb11z63xyocy-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn211468007isb11z63xyocy-20260502.json,low,NEEDS_BETTER_SOURCE,true,"Basic science / postdoc research lane (if non-clinical)","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn211445007csb111xcgh8v0,"Penn Medicine — Postdoctoral Research","","https://www.med.upenn.edu/postdoc/","",MAYBE_TARGET_MANUAL_REVIEW,"\"Research fellowship\" / \"postdoctoral\" framing is ambiguous — could be clinical research for medical graduates (target-relevant) or basic-science postdoc (non-target).","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn211445007csb111xcgh8v0-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn211445007csb111xcgh8v0-20260502.json,low,KEEP_SOURCE,true,"Basic science / postdoc research lane (if non-clinical)","Source verdict: PATH_HINTS_PROGRAM; reason: \"path_keywords:postdoc\""
cmn21143g007asb11c77awbh2,"UCSF — Postdoctoral Research","","https://postdocs.ucsf.edu/","",MAYBE_TARGET_MANUAL_REVIEW,"\"Research fellowship\" / \"postdoctoral\" framing is ambiguous — could be clinical research for medical graduates (target-relevant) or basic-science postdoc (non-target).","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn21143g007asb11c77awbh2-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn21143g007asb11c77awbh2-20260502.json,low,NEEDS_BETTER_SOURCE,true,"Basic science / postdoc research lane (if non-clinical)","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2114240076sb11zfiteqrx,"Clinical Experience Programs (CEP) — IMG Rotations","","https://clinicalexperienceprograms.com/","",TARGET_USCE_MATCH,"Generic observership / externship / elective / rotation framing.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2114240076sb11zfiteqrx-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2114240076sb11zfiteqrx-20260502.json,medium,SOURCE_DEAD_REVIEW,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2113zw0070sb116oho28en,"Duke University — Postdoctoral Research","","https://postdoc.duke.edu/","",MAYBE_TARGET_MANUAL_REVIEW,"\"Research fellowship\" / \"postdoctoral\" framing is ambiguous — could be clinical research for medical graduates (target-relevant) or basic-science postdoc (non-target).","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113zw0070sb116oho28en-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113zw0070sb116oho28en-20260502.json,low,KEEP_SOURCE,true,"Basic science / postdoc research lane (if non-clinical)","Source verdict: PATH_HINTS_PROGRAM; reason: \"path_keywords:postdoc\""
cmn2113z5006ysb11a69rap0h,"University of Michigan — Research Fellowship","","https://medicine.umich.edu/medschool/research/postdoctoral","",MAYBE_TARGET_MANUAL_REVIEW,"\"Research fellowship\" / \"postdoctoral\" framing is ambiguous — could be clinical research for medical graduates (target-relevant) or basic-science postdoc (non-target).","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113z5006ysb11a69rap0h-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113z5006ysb11a69rap0h-20260502.json,low,NEEDS_BETTER_SOURCE,true,"Basic science / postdoc research lane (if non-clinical)","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2113vx006wsb11k7c4vies,"Emory University — Postdoctoral Research","","https://www.ecfmg.org/","",MAYBE_TARGET_MANUAL_REVIEW,"\"Research fellowship\" / \"postdoctoral\" framing is ambiguous — could be clinical research for medical graduates (target-relevant) or basic-science postdoc (non-target).","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113vx006wsb11k7c4vies-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113vx006wsb11k7c4vies-20260502.json,low,NEEDS_BETTER_SOURCE,true,"Basic science / postdoc research lane (if non-clinical)","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2113v5006usb11977nd3ud,"Cedars-Sinai — Research Fellowship","","https://www.cedars-sinai.edu/research/training/postdoctoral.html","",MAYBE_TARGET_MANUAL_REVIEW,"\"Research fellowship\" / \"postdoctoral\" framing is ambiguous — could be clinical research for medical graduates (target-relevant) or basic-science postdoc (non-target).","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113v5006usb11977nd3ud-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113v5006usb11977nd3ud-20260502.json,low,KEEP_SOURCE,true,"Basic science / postdoc research lane (if non-clinical)","Source verdict: PATH_HINTS_PROGRAM; reason: \"path_keywords:postdoctoral,postdoc\""
cmn2113to006qsb11m64ge9a7,"University of Pittsburgh — Postdoctoral Research","","https://www.postdoc.pitt.edu/","",MAYBE_TARGET_MANUAL_REVIEW,"\"Research fellowship\" / \"postdoctoral\" framing is ambiguous — could be clinical research for medical graduates (target-relevant) or basic-science postdoc (non-target).","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113to006qsb11m64ge9a7-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113to006qsb11m64ge9a7-20260502.json,low,NEEDS_BETTER_SOURCE,true,"Basic science / postdoc research lane (if non-clinical)","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2113sx006osb11loir1mwy,"Mount Sinai — Postdoctoral Research","","https://icahn.mssm.edu/","",MAYBE_TARGET_MANUAL_REVIEW,"\"Research fellowship\" / \"postdoctoral\" framing is ambiguous — could be clinical research for medical graduates (target-relevant) or basic-science postdoc (non-target).","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113sx006osb11loir1mwy-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113sx006osb11loir1mwy-20260502.json,low,NEEDS_BETTER_SOURCE,true,"Basic science / postdoc research lane (if non-clinical)","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2113s6006msb118hgahh1o,"Stanford Medicine — Postdoctoral Research","","https://postdocs.stanford.edu/","",MAYBE_TARGET_MANUAL_REVIEW,"\"Research fellowship\" / \"postdoctoral\" framing is ambiguous — could be clinical research for medical graduates (target-relevant) or basic-science postdoc (non-target).","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113s6006msb118hgahh1o-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113s6006msb118hgahh1o-20260502.json,low,NEEDS_BETTER_SOURCE,true,"Basic science / postdoc research lane (if non-clinical)","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2113rd006ksb11qnyjkqvk,"Johns Hopkins — Postdoctoral Research","","https://www.hopkinsmedicine.org/research/resources/postdoctoral","",MAYBE_TARGET_MANUAL_REVIEW,"\"Research fellowship\" / \"postdoctoral\" framing is ambiguous — could be clinical research for medical graduates (target-relevant) or basic-science postdoc (non-target).","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113rd006ksb11qnyjkqvk-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113rd006ksb11qnyjkqvk-20260502.json,low,KEEP_SOURCE,true,"Basic science / postdoc research lane (if non-clinical)","Source verdict: PATH_HINTS_PROGRAM; reason: \"path_keywords:postdoctoral,postdoc\""
cmn2113qn006isb11ed3rrmyv,"Harvard Medical School — Research Fellowship","","https://postdoc.hms.harvard.edu/","",MAYBE_TARGET_MANUAL_REVIEW,"\"Research fellowship\" / \"postdoctoral\" framing is ambiguous — could be clinical research for medical graduates (target-relevant) or basic-science postdoc (non-target).","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113qn006isb11ed3rrmyv-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113qn006isb11ed3rrmyv-20260502.json,low,NEEDS_BETTER_SOURCE,true,"Basic science / postdoc research lane (if non-clinical)","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2113pw006gsb115grg3340,"Mayo Clinic — Research Fellowship","","https://college.mayo.edu/","",MAYBE_TARGET_MANUAL_REVIEW,"\"Research fellowship\" / \"postdoctoral\" framing is ambiguous — could be clinical research for medical graduates (target-relevant) or basic-science postdoc (non-target).","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113pw006gsb115grg3340-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113pw006gsb115grg3340-20260502.json,low,NEEDS_BETTER_SOURCE,true,"Basic science / postdoc research lane (if non-clinical)","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2113p5006esb11skojaztp,"Cleveland Clinic — Research Fellowship","","https://my.clevelandclinic.org/departments/research-education/postdoctoral-programs","",MAYBE_TARGET_MANUAL_REVIEW,"\"Research fellowship\" / \"postdoctoral\" framing is ambiguous — could be clinical research for medical graduates (target-relevant) or basic-science postdoc (non-target).","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113p5006esb11skojaztp-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113p5006esb11skojaztp-20260502.json,low,MANUAL_REVIEW,true,"Basic science / postdoc research lane (if non-clinical)","Source verdict: DEEP_PATH_NO_HINT; reason: \"no_keyword_match\""
cmn2113mw0068sb111h3z42an,"NIH Clinical Center — Postdoctoral Research","","https://www.training.nih.gov/programs/postdoctoral_irta","",MAYBE_TARGET_MANUAL_REVIEW,"\"Research fellowship\" / \"postdoctoral\" framing is ambiguous — could be clinical research for medical graduates (target-relevant) or basic-science postdoc (non-target).","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113mw0068sb111h3z42an-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113mw0068sb111h3z42an-20260502.json,low,KEEP_SOURCE,true,"Basic science / postdoc research lane (if non-clinical)","Source verdict: PATH_HINTS_PROGRAM; reason: \"path_keywords:postdoctoral,postdoc\""
cmn2113kp0062sb11wyre9lqr,"University of Nebraska Medical Center","","https://www.unmc.edu/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113kp0062sb11wyre9lqr-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113kp0062sb11wyre9lqr-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2113jz0060sb11qa6zlypu,"University of Iowa Hospitals & Clinics","","https://medicine.uiowa.edu/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113jz0060sb11qa6zlypu-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113jz0060sb11qa6zlypu-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2113h5005ysb11u6inmy50,"University of Kentucky Medical Center","","https://medicine.uky.edu/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113h5005ysb11u6inmy50-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113h5005ysb11u6inmy50-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2113gf005wsb11f05bfy8c,"Medical University of South Carolina (MUSC)","","https://web.musc.edu/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113gf005wsb11f05bfy8c-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113gf005wsb11f05bfy8c-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2113ex005ssb11z7kp129f,"University of Virginia Health System","","https://med.virginia.edu/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113ex005ssb11z7kp129f-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113ex005ssb11z7kp129f-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2113cs005msb11f4e79jnf,"LSU Health New Orleans / University Medical Center","","https://www.medschool.lsuhsc.edu/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113cs005msb11f4e79jnf-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113cs005msb11f4e79jnf-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2113c1005ksb11e54msb6c,"Tulane Medical Center","","https://medicine.tulane.edu/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113c1005ksb11e54msb6c-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113c1005ksb11e54msb6c-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2113bb005isb111uzkdkk6,"Banner University Medical Center / University of Arizona","","https://medicine.arizona.edu/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113bb005isb111uzkdkk6-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113bb005isb111uzkdkk6-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2113650054sb11ap9qm6ho,"Hartford Hospital","","https://hartfordhospital.org/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113650054sb11ap9qm6ho-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2113650054sb11ap9qm6ho-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn21135e0052sb11ny77telu,"Yale-New Haven Hospital","","https://medicine.yale.edu/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn21135e0052sb11ny77telu-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn21135e0052sb11ny77telu-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
