seedId,institutionId,institutionName,parentSystem,campus,city,state,sourceUrl,sourceDomain,expectedAudience,expectedOpportunityType,expectedSpecialty,expectedCampus,expectedDirectLink,knownGoodReason,priorEvidenceRef,notes,runStatus,finalStatus
live_164,inst_live_university_of_florida_health_shands_hospital,University of Florida Health / Shands Hospital,,,Gainesville,FL,https://hr.med.ufl.edu/volunteers/onserving-shadowing-application-process/,hr.med.ufl.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Pediatrics, Neurology",,true,verified-links.ts (verified=true): General observer program — up to 6 months. Must find own sponsoring clinician. Anesthesiology $25 ap,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_165,inst_live_tampa_general_hospital_usf_health,Tampa General Hospital / USF Health,,,Tampa,FL,https://health.usf.edu/medicine/gme,health.usf.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Transplant, Emergency Medicine",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_166,inst_live_penn_medicine_upenn_,Penn Medicine (UPenn),,,Philadelphia,PA,https://www.pennmedicine.org/,www.pennmedicine.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Cardiology, Oncology, Surgery, Internal Medicine",,false,verified-links.ts (verified=false),usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_167,inst_live_thomas_jefferson_university_hospital,Thomas Jefferson University Hospital,,,Philadelphia,PA,https://www.jefferson.edu/international-services/visa-categories/short-term-visitors/clinical-observerships.html,www.jefferson.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,Department-specific (NOTE: Internal Medicine no longer offer,,true,"verified-links.ts (verified=true): Clinical observership for international visitors. Student, Resident, Physician tracks. Up to 90 days",usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: Up to 90 days | visa: B1/B2,PENDING,PENDING
live_168,inst_live_temple_university_hospital,Temple University Hospital,,,Philadelphia,PA,https://medicine.temple.edu/education/graduate-medical-education,medicine.temple.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Pulmonology, Emergency Medicine",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 4-8 weeks | visa: B1/B2,PENDING,PENDING
live_169,inst_live_upmc_university_of_pittsburgh_medical_center_,UPMC (University of Pittsburgh Medical Center),,,Pittsburgh,PA,https://dom.pitt.edu/education/eop/,dom.pitt.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,Internal Medicine (EOP program),,true,verified-links.ts (verified=true): Enhanced Observership Program (EOP) for IMGs applying to IM residency. Requires Step 2 CK. 75% match,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 8 weeks | visa: B1/B2,PENDING,PENDING
live_170,inst_live_drexel_university_hahnemann_tower_health_,Drexel University / Hahnemann (Tower Health),,,Philadelphia,PA,https://drexel.edu/medicine/,drexel.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Family Medicine, Surgery",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_171,inst_live_duke_university_hospital,Duke University Hospital,,,Durham,NC,https://medschool.duke.edu/,medschool.duke.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Cardiology, Oncology, Surgery, Neurosurgery",,false,verified-links.ts (verified=false),usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_172,inst_live_unc_hospitals,UNC Hospitals,,,Chapel Hill,NC,https://www.med.unc.edu/,www.med.unc.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Oncology, Pediatrics",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_173,inst_live_wake_forest_baptist_medical_center,Wake Forest Baptist Medical Center,,,Winston-Salem,NC,https://school.wakehealth.edu/,school.wakehealth.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Oncology",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_174,inst_live_emory_university_hospital,Emory University Hospital,,,Atlanta,GA,https://med.emory.edu/,med.emory.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Infectious Disease, Cardiology, Transplan",,false,verified-links.ts (verified=false),usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_175,inst_live_grady_memorial_hospital,Grady Memorial Hospital,,,Atlanta,GA,https://www.gradyhealth.org/,www.gradyhealth.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Emergency Medicine, Surgery, Trauma",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: free | duration: 4-8 weeks | visa: B1/B2,PENDING,PENDING
live_176,inst_live_augusta_university_medical_center_mcg_,Augusta University Medical Center (MCG),,,Augusta,GA,https://www.augusta.edu/mcg/,www.augusta.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Pediatrics",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_177,inst_live_university_of_michigan_health,University of Michigan Health,,,Ann Arbor,MI,https://medicine.umich.edu/,medicine.umich.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Pediatrics, Surgery, Cardiology",,false,verified-links.ts (verified=false),usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_178,inst_live_henry_ford_hospital,Henry Ford Hospital,,,Detroit,MI,https://www.henryford.com/,www.henryford.com,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Neurology, Dermatology",,false,verified-links.ts (verified=false),usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_179,inst_live_beaumont_hospital_corewell_health_,Beaumont Hospital (Corewell Health),,,Royal Oak,MI,https://www.beaumont.org/medical-education/graduate-medical-education,www.beaumont.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Cardiology, Surgery, Orthopedics",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_180,inst_live_wayne_state_university_detroit_medical_center,Wayne State University / Detroit Medical Center,,,Detroit,MI,https://www.med.wayne.edu/,www.med.wayne.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Emergency Medicine, Pediatrics",,false,verified-links.ts (verified=false),usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_181,inst_live_barnes_jewish_hospital_washu_,Barnes-Jewish Hospital (WashU),,,St. Louis,MO,https://gme.wustl.edu/,gme.wustl.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Oncology",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_182,inst_live_mercy_hospital_st_louis,Mercy Hospital St. Louis,,,St. Louis,MO,https://www.mercy.net/,www.mercy.net,IMG_GRADUATE_OBSERVER,OTHER_USCE,"Internal Medicine, Family Medicine, Surgery",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,"fee: paid | duration: 4-8 weeks | visa: B1/B2, J1",PENDING,PENDING
live_183,inst_live_university_of_missouri_health_care,University of Missouri Health Care,,,Columbia,MO,https://medicine.missouri.edu/,medicine.missouri.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Family Medicine, Surgery",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_184,inst_live_robert_wood_johnson_university_hospital,Robert Wood Johnson University Hospital,,,New Brunswick,NJ,https://rwjms.rutgers.edu/,rwjms.rutgers.edu,IMG_GRADUATE_OBSERVER,OTHER_USCE,"Internal Medicine, Family Medicine, Surgery, Pediatrics",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 4-8 weeks | visa: J1,PENDING,PENDING
live_185,inst_live_newark_beth_israel_medical_center,Newark Beth Israel Medical Center,,,Newark,NJ,https://www.rwjbh.org/newark-beth-israel-medical-center/education/,www.rwjbh.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Cardiology, Surgery",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 4-8 weeks | visa: B1/B2,PENDING,PENDING
live_186,inst_live_hackensack_university_medical_center,Hackensack University Medical Center,,,Hackensack,NJ,https://www.hackensackmeridianhealth.org/,www.hackensackmeridianhealth.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Oncology, Surgery, Pediatrics",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_187,inst_live_jersey_shore_university_medical_center,Jersey Shore University Medical Center,,,Neptune,NJ,https://www.hackensackmeridianhealth.org/,www.hackensackmeridianhealth.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Emergency Medicine",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_188,inst_live_yale_new_haven_hospital,Yale-New Haven Hospital,,,New Haven,CT,https://medicine.yale.edu/,medicine.yale.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Oncology, Cardiology, Psychiatry",,false,verified-links.ts (verified=false),usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_189,inst_live_hartford_hospital,Hartford Hospital,,,Hartford,CT,https://hartfordhospital.org/,hartfordhospital.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Cardiology",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_190,inst_live_indiana_university_health,Indiana University Health,,,Indianapolis,IN,https://medicine.iu.edu/gme,medicine.iu.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Oncology, Transplant",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_191,inst_live_medical_college_of_wisconsin_froedtert_hospital,Medical College of Wisconsin / Froedtert Hospital,,,Milwaukee,WI,https://www.mcw.edu/education/graduate-medical-education,www.mcw.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Transplant, Trauma",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_192,inst_live_university_of_colorado_hospital,University of Colorado Hospital,,,Aurora,CO,https://medschool.cuanschutz.edu/pediatrics/education/international-trainee-observership-program,medschool.cuanschutz.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Pulmonology, Oncology",,true,verified-links.ts (verified=true): UCHealth 30-day observational experience + Pediatrics International Trainee Observership. No observe,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2 | cost: $100 registration fee (Pediatrics),PENDING,PENDING
live_193,inst_live_university_of_washington_medical_center,University of Washington Medical Center,,,Seattle,WA,https://medicine.uw.edu/education/observerships,medicine.uw.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Primary Care, Global Health",,false,verified-links.ts (verified=false),usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_194,inst_live_oregon_health_science_university_ohsu_,Oregon Health & Science University (OHSU),,,Portland,OR,https://www.ohsu.edu/school-of-medicine/graduate-medical-education,www.ohsu.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Neurology, Ophthalmology",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_195,inst_live_mayo_clinic_scottsdale,Mayo Clinic Scottsdale,,,Scottsdale,AZ,https://college.mayo.edu/academics/visiting-medical-student-clerkships/,college.mayo.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,Multiple specialties,,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: free | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_196,inst_live_banner_university_medical_center_university_of_arizona,Banner University Medical Center / University of Arizona,,,Tucson,AZ,https://medicine.arizona.edu/,medicine.arizona.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Emergency Medicine",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_197,inst_live_tulane_medical_center,Tulane Medical Center,,,New Orleans,LA,https://medicine.tulane.edu/,medicine.tulane.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Tropical Medicine, Infectious Di",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_198,inst_live_lsu_health_new_orleans_university_medical_center,LSU Health New Orleans / University Medical Center,,,New Orleans,LA,https://www.medschool.lsuhsc.edu/,www.medschool.lsuhsc.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Emergency Medicine, Psychiatry",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_199,inst_live_vanderbilt_university_medical_center,Vanderbilt University Medical Center,,,Nashville,TN,https://www.vumc.org/observational-services/welcome-vanderbilt-observational-experience-voe-program,www.vumc.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Cardiology, Oncology",,false,verified-links.ts (verified=false),usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_200,inst_live_ut_health_memphis_regional_one_health,UT Health Memphis / Regional One Health,,,Memphis,TN,https://uthsc.edu/graduate-medical-education/,uthsc.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Trauma, Emergency Medicine",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_201,inst_live_university_of_virginia_health_system,University of Virginia Health System,,,Charlottesville,VA,https://med.virginia.edu/,med.virginia.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Cardiology, Neurosurgery",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_202,inst_live_vcu_health_mcv_hospitals,VCU Health / MCV Hospitals,,,Richmond,VA,https://www.vcuhealth.org/,www.vcuhealth.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Emergency Medicine, Transplant",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_203,inst_live_medical_university_of_south_carolina_musc_,Medical University of South Carolina (MUSC),,,Charleston,SC,https://web.musc.edu/,web.musc.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Cardiology, Transplant",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_204,inst_live_university_of_kentucky_medical_center,University of Kentucky Medical Center,,,Lexington,KY,https://medicine.uky.edu/,medicine.uky.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Emergency Medicine, Family Medic",,false,verified-links.ts (verified=false),usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_205,inst_live_university_of_iowa_hospitals_clinics,University of Iowa Hospitals & Clinics,,,Iowa City,IA,https://medicine.uiowa.edu/,medicine.uiowa.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Ophthalmology, Otolaryngology",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_206,inst_live_university_of_nebraska_medical_center,University of Nebraska Medical Center,,,Omaha,NE,https://www.unmc.edu/,www.unmc.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Transplant, Infectious Disease",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_207,inst_live_university_of_utah_health,University of Utah Health,,,Salt Lake City,UT,https://medicine.utah.edu/gme/,medicine.utah.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Orthopedics, Genetics",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_208,inst_live_uab_hospital_university_of_alabama_at_birmingham_,UAB Hospital (University of Alabama at Birmingham),,,Birmingham,AL,https://www.uab.edu/medicine/gme/,www.uab.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Transplant, Oncology",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_209,inst_live_nih_clinical_center_postdoctoral_research,NIH Clinical Center — Postdoctoral Research,,,Bethesda,MD,https://www.training.nih.gov/programs/postdoctoral_irta,www.training.nih.gov,IMG_GRADUATE_OBSERVER,OTHER_USCE,"Biomedical Research (all areas), Clinical Research, Translat",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: free | duration: 1-3 years | visa: J1 (sponsored),PENDING,PENDING
live_210,inst_live_memorial_sloan_kettering_observership,Memorial Sloan Kettering — Observership,,,New York,NY,https://www.mskcc.org/hcp-education-training/international/observership,www.mskcc.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Oncology, Surgical Oncology, Radiation Oncology, Medical Onc",,true,verified-links.ts (verified=true): WARNING: NOT for IMGs seeking US residency. Recent graduates and junior residents (PGY-1/2) not elig,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: Contact program | visa: B1/B2,PENDING,PENDING
live_211,inst_live_md_anderson_cancer_center_observer_program,MD Anderson Cancer Center — Observer Program,,,Houston,TX,https://www.mdanderson.org/education-training/outreach-programs/observer-programs/other-observership-opportunities-at-md-anderson.html,www.mdanderson.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Oncology, Radiation Oncology, Surgical Oncology, Medical Onc",,true,verified-links.ts (verified=true),usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: Contact program | visa: B1/B2,PENDING,PENDING
live_212,inst_live_cleveland_clinic_research_fellowship,Cleveland Clinic — Research Fellowship,,,Cleveland,OH,https://my.clevelandclinic.org/departments/research-education/postdoctoral-programs,my.clevelandclinic.org,IMG_GRADUATE_OBSERVER,OTHER_USCE,"Cardiovascular Research, Clinical Research, Outcomes Researc",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: free | duration: 1-2 years | visa: J1,PENDING,PENDING
live_213,inst_live_mayo_clinic_research_fellowship,Mayo Clinic — Research Fellowship,,,Rochester,MN,https://college.mayo.edu/,college.mayo.edu,IMG_GRADUATE_OBSERVER,OTHER_USCE,"Biomedical Research, Clinical Research, Outcomes Research, A",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: free | duration: 1-3 years | visa: J1,PENDING,PENDING
live_214,inst_live_harvard_medical_school_research_fellowship,Harvard Medical School — Research Fellowship,,,Boston,MA,https://postdoc.hms.harvard.edu/,postdoc.hms.harvard.edu,IMG_GRADUATE_OBSERVER,OTHER_USCE,"Clinical Research, Outcomes Research, Health Services Resear",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,"fee: free | duration: 1-3 years | visa: J1, H1B (limited)",PENDING,PENDING
live_215,inst_live_johns_hopkins_postdoctoral_research,Johns Hopkins — Postdoctoral Research,,,Baltimore,MD,https://www.hopkinsmedicine.org/research/resources/postdoctoral,www.hopkinsmedicine.org,IMG_GRADUATE_OBSERVER,OTHER_USCE,"Public Health, Clinical Research, Outcomes Research, Epidemi",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: free | duration: 1-3 years | visa: J1,PENDING,PENDING
live_216,inst_live_stanford_medicine_postdoctoral_research,Stanford Medicine — Postdoctoral Research,,,Stanford,CA,https://postdocs.stanford.edu/,postdocs.stanford.edu,IMG_GRADUATE_OBSERVER,OTHER_USCE,"AI in Medicine, Biomedical Informatics, Clinical Research, O",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,"fee: free | duration: 1-3 years | visa: J1, H1B",PENDING,PENDING
live_217,inst_live_mount_sinai_postdoctoral_research,Mount Sinai — Postdoctoral Research,,,New York,NY,https://icahn.mssm.edu/,icahn.mssm.edu,IMG_GRADUATE_OBSERVER,OTHER_USCE,"Clinical Research, Data Science, Outcomes Research, Health S",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: free | duration: 1-3 years | visa: J1,PENDING,PENDING
live_218,inst_live_university_of_pittsburgh_postdoctoral_research,University of Pittsburgh — Postdoctoral Research,,,Pittsburgh,PA,https://www.postdoc.pitt.edu/,www.postdoc.pitt.edu,IMG_GRADUATE_OBSERVER,OTHER_USCE,"Transplant Research, Clinical Research, Outcomes Research, Q",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: free | duration: 1-3 years | visa: J1,PENDING,PENDING
live_219,inst_live_fred_hutchinson_cancer_center,Fred Hutchinson Cancer Center,,,Seattle,WA,https://www.fredhutch.org/,www.fredhutch.org,IMG_GRADUATE_OBSERVER,OTHER_USCE,"Oncology, Clinical Trials, Outcomes Research, Public Health,",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: free | duration: 1-3 years | visa: J1,PENDING,PENDING
live_220,inst_live_cedars_sinai_research_fellowship,Cedars-Sinai — Research Fellowship,,,Los Angeles,CA,https://www.cedars-sinai.edu/research/training/postdoctoral.html,www.cedars-sinai.edu,IMG_GRADUATE_OBSERVER,OTHER_USCE,"Cardiology Research, GI Research, Clinical Research, Outcome",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: free | duration: 1-2 years | visa: J1,PENDING,PENDING
live_221,inst_live_emory_university_postdoctoral_research,Emory University — Postdoctoral Research,,,Atlanta,GA,https://www.postdocs.emory.edu/,www.postdocs.emory.edu,IMG_GRADUATE_OBSERVER,OTHER_USCE,"Infectious Disease, Public Health, Global Health, Clinical R",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: free | duration: 1-3 years | visa: J1,PENDING,PENDING
live_222,inst_live_university_of_michigan_research_fellowship,University of Michigan — Research Fellowship,,,Ann Arbor,MI,https://medicine.umich.edu/medschool/research/postdoctoral,medicine.umich.edu,IMG_GRADUATE_OBSERVER,OTHER_USCE,"Health Services Research, Clinical Trials, Cardiovascular, O",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: free | duration: 1-3 years | visa: J1,PENDING,PENDING
live_223,inst_live_duke_university_postdoctoral_research,Duke University — Postdoctoral Research,,,Durham,NC,https://postdoc.duke.edu/,postdoc.duke.edu,IMG_GRADUATE_OBSERVER,OTHER_USCE,"Cardiovascular Research, Clinical Trials, AI in Medicine, Ou",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: free | duration: 1-3 years | visa: J1,PENDING,PENDING
live_224,inst_live_amg_medical_group_clinical_rotations,AMG Medical Group — Clinical Rotations,,,Multiple locations nationwide,MULTI,https://amgmedicalgroup.com/,amgmedicalgroup.com,UNKNOWN_HOLD,OTHER_USCE,"Internal Medicine, Family Medicine, Surgery, Pediatrics, Psy",,false,verified-links.ts (verified=false),usmle-observerships/data.js + prisma/verified-links.ts,"fee: paid | duration: 4-12 weeks | visa: B1/B2, J1",PENDING,PENDING
live_225,inst_live_global_medical_foundation_usce_programs,Global Medical Foundation — USCE Programs,,,Multiple locations (NY,MULTI,https://www.globalmedicalfoundation.com/,www.globalmedicalfoundation.com,IMG_GRADUATE_OBSERVER,OTHER_USCE,"Internal Medicine, Family Medicine, Pediatrics, Surgery",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 4-8 weeks | visa: B1/B2,PENDING,PENDING
live_226,inst_live_clinical_experience_programs_cep_img_rotations,Clinical Experience Programs (CEP) — IMG Rotations,,,Multiple locations nationwide,MULTI,https://clinicalexperienceprograms.com/,clinicalexperienceprograms.com,IMG_GRADUATE_OBSERVER,OTHER_USCE,"Internal Medicine, Family Medicine, Surgery, Pediatrics",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,"fee: paid | duration: 4-8 weeks | visa: B1/B2, J1",PENDING,PENDING
live_227,inst_live_valuemd_clinical_rotations,ValueMD Clinical Rotations,,,Multiple locations (NY,MULTI,https://www.valuemd.com/clinical-rotations/,www.valuemd.com,IMG_GRADUATE_OBSERVER,OTHER_USCE,"Internal Medicine, Family Medicine, Psychiatry",,false,verified-links.ts (verified=false),usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 4-8 weeks | visa: B1/B2,PENDING,PENDING
live_228,inst_live_ucsf_postdoctoral_research,UCSF — Postdoctoral Research,,,San Francisco,CA,https://postdocs.ucsf.edu/,postdocs.ucsf.edu,IMG_GRADUATE_OBSERVER,OTHER_USCE,"Clinical Research, Global Health, Public Health, Outcomes Re",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: free | duration: 1-5 years | visa: J1,PENDING,PENDING
live_229,inst_live_penn_medicine_postdoctoral_research,Penn Medicine — Postdoctoral Research,,,Philadelphia,PA,https://www.med.upenn.edu/postdoc/,www.med.upenn.edu,IMG_GRADUATE_OBSERVER,OTHER_USCE,"Clinical Research, Clinical Trials, Outcomes Research, Cardi",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: free | duration: 1-5 years | visa: J1,PENDING,PENDING
