seedId,institutionId,institutionName,parentSystem,campus,city,state,sourceUrl,sourceDomain,expectedAudience,expectedOpportunityType,expectedSpecialty,expectedCampus,expectedDirectLink,knownGoodReason,priorEvidenceRef,notes,runStatus,finalStatus
reorient_066,inst_live_mayo_jacksonville,Mayo Clinic Jacksonville,Mayo Clinic,Florida Campus,Jacksonville,FL,https://college.mayo.edu/academics/visiting-medical-student-clerkships/,college.mayo.edu,US_MD_DO_VISITING_STUDENT,VISITING_MEDICAL_STUDENT_ELECTIVE,Mayo Clinic Florida,Mayo Clinic Jacksonville,true,Mayo VMS clerkship — Florida campus,2026-05-16 WebSearch,FL Commission for Independent Education approved schools only,PENDING,PENDING
reorient_067,inst_live_cedars_senior_electives,Cedars-Sinai — Senior Electives,Cedars-Sinai,,Los Angeles,CA,https://www.cedars-sinai.edu/education/medical-students/senior-electives.html,cedars-sinai.edu,US_MD_DO_VISITING_STUDENT,VISITING_MEDICAL_STUDENT_ELECTIVE,,Cedars-Sinai Medical Center,true,Cedars-Sinai 4-week senior electives page,2026-05-16 WebSearch,Sub-I focus; INTL via UCLA affiliation,PENDING,PENDING
reorient_068,inst_live_cleveland_elective_program,Cleveland Clinic — Elective Program,Cleveland Clinic,,Cleveland,OH,https://my.clevelandclinic.org/departments/elective-program,clevelandclinic.org,BOTH_STUDENT_AND_IMG_GRADUATE,CLINICAL_ELECTIVE,,Cleveland Clinic,true,Cleveland Clinic 4-week elective program (final-year medical students),2026-05-16 WebSearch,$200 US / $400 INTL processing fee,PENDING,PENDING
reorient_069,inst_live_nych_mosaic,NYC Health + Hospitals — MOSAIC Visiting Scholars,NYC Health + Hospitals,,New York,NY,https://www.nychealthandhospitals.org/mosaic/visiting-scholars-program/,nychealthandhospitals.org,US_MD_DO_VISITING_STUDENT,VISITING_MEDICAL_STUDENT_ELECTIVE,Diversity,NYC Health + Hospitals,true,MOSAIC 4-week electives + $2k stipend ($2k housing if non-NYC),2026-05-16 WebSearch,US LCME/AOA only; underserved-care focused,PENDING,PENDING
reorient_070,inst_live_nyu_bellevue_vms,NYU Langone / Bellevue Hospital,NYU Langone Health,,New York,NY,https://med.nyu.edu/education/md-degree/registration-student-records/information-visiting-md-students,med.nyu.edu,US_MD_DO_VISITING_STUDENT,VISITING_MEDICAL_STUDENT_ELECTIVE,,Bellevue / NYU Langone,true,NYU Grossman SOM Visiting MD Students info,2026-05-16 WebSearch,US LCME-approved schools only,PENDING,PENDING
reorient_071,inst_live_nyu_intl_obs,NYU Langone Orthopedic Surgery — Visiting International Physicians,NYU Langone Health,,New York,NY,https://med.nyu.edu/departments-institutes/orthopedic-surgery/education/visiting-international-physicians-program,med.nyu.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,Orthopedics,NYU Langone,true,NYU Ortho Visiting International Physicians program,2026-05-16 WebSearch,Department-specific INTL observership,PENDING,PENDING
reorient_072,inst_live_chla_intl_obs,Children's Hospital Los Angeles — International Observership,CHLA,,Los Angeles,CA,https://www.chla.org/center-global-health/international-observership-program,chla.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,Pediatrics,Children's Hospital Los Angeles,true,CHLA Center for Global Health International Observership,2026-05-16 WebSearch,1 week to 1 month; not for undergrad med students,PENDING,PENDING
reorient_073,inst_live_mda_observer,MD Anderson Cancer Center — Observer Programs,UT MD Anderson,,Houston,TX,https://www.mdanderson.org/education-training/outreach-programs/observer-programs.html,mdanderson.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,Oncology,MD Anderson,true,MD Anderson Observer Programs landing (replaces /education-training/outreach-programs/observer-programs/other-observership-opportunities-at-md-anderson.html which still works),2026-05-16 WebSearch,STEP <=5 days OR up to 90 days; $500 deposit; faculty sponsor required,PENDING,PENDING
reorient_074,inst_live_houston_methodist_global,Houston Methodist — Global Observership,Houston Methodist,,Houston,TX,https://www.houstonmethodist.org/for-health-professionals/global-health-care-services/global-health-care-education/observerships/,houstonmethodist.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,,Houston Methodist Hospital,true,Houston Methodist Global Observership,2026-05-16 WebSearch,2-4 weeks; physician-initiated; no patient care,PENDING,PENDING
reorient_075,inst_live_rush_observership,Rush University Medical Center — Visiting Physicians,Rush University Medical Center,,Chicago,IL,https://www.rushu.rush.edu/education-training/graduate-medical-education/visiting-physicians,rushu.rush.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,,Rush University Medical Center,true,Rush GME Visiting Physicians program (formal observership office),2026-05-16 WebSearch,Specialty-dependent; ENT has explicit international program,PENDING,PENDING
reorient_076,inst_live_hss_avp,Hospital for Special Surgery — Academic Visitor Program,HSS,,New York,NY,https://www.hss.edu/education-institute/academic-visitor-program,hss.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,Orthopedics,Hospital for Special Surgery,true,HSS Academic Visitor Program (already in data.js — confirm),2026-05-16 WebSearch,1 day to 2 months; international + US,PENDING,PENDING
reorient_077,inst_live_mayo_arizona,Mayo Clinic — Arizona Campus,Mayo Clinic,Arizona Campus,Scottsdale,AZ,https://college.mayo.edu/academics/visiting-medical-student-clerkships/,college.mayo.edu,US_MD_DO_VISITING_STUDENT,VISITING_MEDICAL_STUDENT_ELECTIVE,Mayo Clinic Arizona,Mayo Clinic Scottsdale,true,Mayo VMS clerkship Arizona campus (same canonical page),2026-05-16 WebSearch,All international med schools accepted at Rochester + Phoenix/Scottsdale,PENDING,PENDING
reorient_078,inst_live_nyu_li,NYU Grossman Long Island School of Medicine,NYU Langone Health,,Mineola,NY,https://medli.nyu.edu/education/md-degree/registration-student-records/information-visiting-md-students,medli.nyu.edu,US_MD_DO_VISITING_STUDENT,VISITING_MEDICAL_STUDENT_ELECTIVE,,NYU Grossman Long Island SOM,true,NYU LI SOM visiting MD students info,2026-05-16 WebSearch,LCME-accredited only,PENDING,PENDING
reorient_079,inst_live_uic_observer_intl,University of Illinois Chicago — Observership Program,UIC,,Chicago,IL,https://medicine.uic.edu/education/international-education/observership-program/,medicine.uic.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,,University of Illinois at Chicago,true,UIC College of Medicine Observership Program for IMGs,2026-05-16 WebSearch,Direct observership page,PENDING,PENDING
reorient_080,inst_live_drexel_tower,Drexel University / Tower Health,Tower Health,,Reading,PA,https://towerhealth.org/academic-affairs/medical-student-rotations,towerhealth.org,US_MD_DO_VISITING_STUDENT,VISITING_MEDICAL_STUDENT_ELECTIVE,,Reading Hospital / Tower Health,true,Tower Health Academic Affairs medical student rotations,2026-05-16 WebSearch,Drexel partnership; VSLO-based; $75 fee per rotation,PENDING,PENDING
reorient_081,inst_live_pritzker_uchicago,University of Chicago Pritzker — Visiting Students,University of Chicago Medicine,,Chicago,IL,https://pritzker.uchicago.edu/academics/visiting-students,pritzker.uchicago.edu,US_MD_DO_VISITING_STUDENT,VISITING_MEDICAL_STUDENT_ELECTIVE,,University of Chicago Medical Center,true,Pritzker SOM visiting students page,2026-05-16 WebSearch,LCME/COCA only; INTL via Ben Gurion or Sackler,PENDING,PENDING
reorient_082,inst_live_uchicago_intl_obs,University of Chicago Medical Center — IMG Observership,University of Chicago Medicine,,Chicago,IL,https://medicine.uchicago.edu/specialty-care/visiting-international-medical-graduates-observership/,medicine.uchicago.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,,University of Chicago Medical Center,true,Direct IMG observership page (already in batch 1 seed_054),2026-05-16 WebSearch,No clinical activities; 5 days to 6 months,PENDING,PENDING
reorient_083,inst_live_tufts_vms,Tufts Medical Center,Tufts Medicine,,Boston,MA,https://medicine.tufts.edu/all-administrative-offices/registrar/away-rotations,medicine.tufts.edu,US_MD_DO_VISITING_STUDENT,VISITING_MEDICAL_STUDENT_ELECTIVE,,Tufts Medical Center,true,TUSM away rotations / visiting students,2026-05-16 WebSearch,LCME/AOA only; INTL not eligible; no observerships,PENDING,PENDING
reorient_084,inst_live_banner_phoenix,Banner University Medical Center Phoenix,Banner Health / U of Arizona,,Phoenix,AZ,https://phoenixmed.arizona.edu/visiting-students,phoenixmed.arizona.edu,US_MD_DO_VISITING_STUDENT,VISITING_MEDICAL_STUDENT_ELECTIVE,,Banner UMC Phoenix,true,U of A College of Medicine Phoenix visiting students page,2026-05-16 WebSearch,LCME/COCA only; no INTL,PENDING,PENDING
