reviewId,sourceQueueId,runId,institutionId,institutionName,state,city,sourceUrl,sourceScope,deepSourceFamily,visibilityLane,confidence,priorityScore,priorityReasons,quote,warnings,urlDuplicateCount,proposedOpportunityName,proposedOpportunityType,proposedAudience,proposedCampus,reviewerDecision,decisionReason,campusApplicabilityProof,approvedOpportunityRowId,duplicateOfRowId,reviewer,reviewedAt,notes
rev_0041,nch-research-a2-02,p102-fl-7-nicklaus-childrens,inst_nicklaus_childrens_hospital_fl,Nicklaus Children's Hospital,FL,Miami,https://nicklauschildrens.org/research,HEALTH_SYSTEM_LEVEL,MEDICAL_EDUCATION,HUMAN_REVIEW_REQUIRED,HIGH,11,+6 tier_1_family=MEDICAL_EDUCATION | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL | -2 warnings=1,Our CommunityInspiring Patient StoriesMedical EducationNews & EventsPhone DirectoryKenneth C. Griffin Surgical TowerVolunteersMake Appointment,"Navigation labels only; no eligibility, audience, or pathway detail on this page.",6,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0042,c1,p102-hy-7-meded-ucsf,inst_ucsf_school_of_medicine_ca,UCSF School of Medicine,CA,San Francisco,http://meded.ucsf.edu/faculty-educators/health-professions-education-and-research/advanced-educator-development/teaching-scholars-program-tsp,HEALTH_SYSTEM_LEVEL,MEDICAL_EDUCATION,HUMAN_REVIEW_REQUIRED,HIGH,11,+6 tier_1_family=MEDICAL_EDUCATION | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL | -2 warnings=1,"The Teaching Scholars Program develops educational leaders and scholars through an intensive seminar series, mentored projects, a network of educational colleagues, and collaborative learning.","Faculty development content; no medical-student, IMG, resident, fellow, or attending-job signals present.",1,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0043,msk-medstudents-conflict-001,p102-pc-1-msk,inst_memorial_sloan_kettering_cancer_center_ny,Memorial Sloan Kettering Cancer Center,NY,New York,https://mskcc.org/medical-students,INSTITUTION_SPECIFIC,MEDICAL_EDUCATION,HUMAN_REVIEW_REQUIRED,HIGH,11,+6 tier_1_family=MEDICAL_EDUCATION | +3 HIGH confidence | +2 quote_names_institution_or_campus | +2 human_review_lane | -2 warnings=1,Department of Medicine: Training Opportunities | Memorial Sloan Kettering Cancer Center,Family/scope mismatch must be resolved before any claim from this page is promoted to PUBLIC_SAFE_USCE.,3,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0044,hss-edu-inst-family-mismatch,p102-pc-5-hss,inst_hospital_for_special_surgery_ny,Hospital for Special Surgery,NY,New York,https://hss.edu/education-institute,INSTITUTION_SPECIFIC,MEDICAL_EDUCATION,HUMAN_REVIEW_REQUIRED,HIGH,11,+6 tier_1_family=MEDICAL_EDUCATION | +3 HIGH confidence | +2 human_review_lane,HSS Education Institute,,3,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0045,s1,p102-1-trial-2-run-1,inst_houston_methodist_hospital_tx,Houston Methodist Hospital,TX,Houston,https://houstonmethodist.org/research,INSTITUTION_SPECIFIC,RESEARCH_EDUCATION,HUMAN_REVIEW_REQUIRED,HIGH,10,+3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -2 warnings=1,"At Houston Methodist, our researchers pioneer platform technologies that can be applied across medical specialties to transform patient care.",Page does not name a specific campus.,6,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0046,c1,p102-fl-7-nicklaus-childrens,inst_nicklaus_childrens_hospital_fl,Nicklaus Children's Hospital,FL,Miami,https://nicklauschildrens.org/medical-professionals,HEALTH_SYSTEM_LEVEL,MEDICAL_EDUCATION,HUMAN_REVIEW_REQUIRED,MEDIUM,10,+6 tier_1_family=MEDICAL_EDUCATION | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL | -2 warnings=1,Nicklaus Children's Hospital is committed to its role as a teaching hospital providing medical school rotations throughout most of the departments.,"Hub/index page; no explicit audience, application pathway, eligibility, cost, or duration in this text. Requires deeper navigation to Student and Observer Programs subpages.",12,,,us-md-do,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0047,src_5_conflict_1,p102-gold-4-mayo-clinic-rochester,inst_mayo_clinic_rochester_mn,Mayo Clinic,MN,Rochester,https://mayoclinic.org/visiting-student,INSTITUTION_SPECIFIC,UNKNOWN_RELEVANT,HUMAN_REVIEW_REQUIRED,HIGH,10,+3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -2 warnings=1,Page Not Found - Site Help - Mayo Clinic,"Hint pre-classified this URL as VISITING_STUDENT/Tier 1 based on URL pattern, but the live content is a Page Not Found response.",1,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0048,sc_01,p102-gold-4-mayo-clinic-rochester,inst_mayo_clinic_rochester_mn,Mayo Clinic,MN,Rochester,https://mayoclinic.org/sub-internship,INSTITUTION_SPECIFIC,UNKNOWN_RELEVANT,HUMAN_REVIEW_REQUIRED,HIGH,10,+3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -2 warnings=1,Page Not Found - Site Help - Mayo Clinic,Source returned a 404 page; no extractable USCE signals.,1,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0049,c_scope_01,p102-gold-9-northwell-staten-island,inst_northwell_staten_island_uh_ny,Northwell Staten Island University Hospital,NY,Staten Island,https://pediatrics.northwell.edu/departments-services/pediatric-neurology/research,INSTITUTION_SPECIFIC,UNKNOWN_RELEVANT,HUMAN_REVIEW_REQUIRED,HIGH,10,+3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -2 warnings=1,Research - Pediatric Neurology | Northwell Health,"Health-system / department scope; institutionId is the Staten Island campus, but the page does not reference that campus.",0,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0050,sc1,p102-gold-9-northwell-staten-island,inst_northwell_staten_island_uh_ny,Northwell Staten Island University Hospital,NY,Staten Island,https://pediatrics.northwell.edu/departments-services/pediatric-orthopaedics/research,INSTITUTION_SPECIFIC,RESEARCH_EDUCATION,HUMAN_REVIEW_REQUIRED,HIGH,10,+3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -2 warnings=1,Research - Pediatric Orthopedics | Northwell Health,Cannot attribute content to Northwell Staten Island UH campus without explicit campus naming.,2,,,,,KEEP_HUMAN_REVIEW,,,,,,,
